"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","EL63","Western Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,60200,,
"2","Large regions (TL2)","EL63","Western Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,58800,,
"2","Large regions (TL2)","EL63","Western Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,66100,,
"2","Large regions (TL2)","EL63","Western Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,63500,,
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,52000,"B","Break"
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,51600,"B","Break"
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,48900,,
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,48500,,
"2","Large regions (TL2)","EL64","Central Greece","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,1400,"E","Estimated value"
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,40000,,
"2","Large regions (TL2)","EL64","Central Greece","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,1300,"E","Estimated value"
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,40800,,
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,38200,,
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,38800,,
"2","Large regions (TL2)","EL64","Central Greece","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,40400,,
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,60000,"B","Break"
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,53000,"B","Break"
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,53800,,
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,54000,,
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,50100,,
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,50900,,
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,49100,,
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,48600,,
"2","Large regions (TL2)","EL65","Peloponnese","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,51800,,
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,1688700,"B","Break"
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,54478500,"B","Break"
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,1659500,,
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,54865800,,
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,1597800,,
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,55350700,,
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,1594300,,
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,55929800,,
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,1552400,,
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,56065700,,
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,1580400,,
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,55730400,,
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,1563700,,
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,56630700,,
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2015","2015",,,"0","Units",,,1593000,,
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,57417200,,
"1","Country","EA19","Euro Area (19 countries)","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2016","2016",,,"0","Units",,,1612100,,
"1","Country","EA19","Euro Area (19 countries)","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,58554500,,
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,28800,"B","Break"
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,913000,"B","Break"
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,24100,,
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,911400,,
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,19900,"B","Break"
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,889300,"B","Break"
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,21600,"B","Break"
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,870800,"B","Break"
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,23900,,
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,875700,,
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,24700,,
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,890600,,
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,24300,,
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,914500,,
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2015","2015",,,"0","Units",,,26000,,
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,944800,,
"1","Country","BGR","Bulgaria","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2016","2016",,,"0","Units",,,24700,,
"1","Country","BGR","Bulgaria","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,933400,,
"2","Large regions (TL2)","BG31","North West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,3800,"E","Estimated value"
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,99700,"B","Break"
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,92600,,
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,86400,"B","Break"
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,83300,"B","Break"
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,85200,,
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,82200,,
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,79400,,
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,84900,,
"2","Large regions (TL2)","BG31","North West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,77000,,
"2","Large regions (TL2)","BG32","North Central","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,3600,"E","Estimated value"
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,89600,"B","Break"
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,88000,,
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,83700,"B","Break"
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,86200,"B","Break"
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,81900,,
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,79200,,
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,86100,,
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,87900,,
"2","Large regions (TL2)","BG32","North Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,82800,,
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,115800,"B","Break"
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,112400,,
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,110500,"B","Break"
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,111500,"B","Break"
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,108500,,
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,104600,,
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,109900,,
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,113300,,
"2","Large regions (TL2)","BG33","North East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,112800,,
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,103600,"B","Break"
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,106500,,
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,104500,"B","Break"
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,104200,"B","Break"
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,104100,,
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,111500,,
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,108400,,
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,109100,,
"2","Large regions (TL2)","BG34","South East","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,114600,,
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,15300,"B","Break"
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,356900,"B","Break"
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,12300,,
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,363500,,
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,10200,"B","Break"
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,362000,"B","Break"
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,12000,"B","Break"
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,350100,"B","Break"
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,13300,,
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,356200,,
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,13300,,
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,360400,,
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,13600,,
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,374000,,
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2015","2015",,,"0","Units",,,15300,,
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,402700,,
"2","Large regions (TL2)","BG41","South West","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2016","2016",,,"0","Units",,,15000,,
"2","Large regions (TL2)","BG41","South West","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,400900,,
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,147400,"B","Break"
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,148500,,
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,142200,"B","Break"
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,135400,"B","Break"
"2","Large regions (TL2)","BG42","South Central","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,4400,"E","Estimated value"
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,139800,,
"2","Large regions (TL2)","BG42","South Central","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,4600,"E","Estimated value"
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,152700,,
"2","Large regions (TL2)","BG42","South Central","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,4700,"E","Estimated value"
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,156700,,
"2","Large regions (TL2)","BG42","South Central","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2015","2015",,,"0","Units",,,4300,"E","Estimated value"
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,146900,,
"2","Large regions (TL2)","BG42","South Central","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2016","2016",,,"0","Units",,,4000,"E","Estimated value"
"2","Large regions (TL2)","BG42","South Central","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,145400,,
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,66000,"B","Break"
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,2758700,"B","Break"
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,77500,,
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,2768900,,
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,68100,,
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,2697200,,
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,71500,,
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,2720800,,
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,58800,,
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,2739100,,
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,55300,,
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,2695900,,
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,52000,,
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,2748500,,
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2015","2015",,,"0","Units",,,56500,,
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,2785300,,
"2","Large regions (TL2)","FR1","Île-de-France","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2016","2016",,,"0","Units",,,51500,,
"2","Large regions (TL2)","FR1","Île-de-France","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,2814200,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,19100,"B","Break"
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,421100,"B","Break"
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,14200,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,460700,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,13100,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,458800,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,13300,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,418400,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,15200,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,419800,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,18000,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,424600,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,16600,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,425700,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2015","2015",,,"0","Units",,,16300,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2015","2015",,,"0","Units",,,439800,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2016","2016",,,"0","Units",,,18800,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2016","2016",,,"0","Units",,,426200,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,13300,"E","Estimated value"
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,428800,"B","Break"
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,14300,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,456200,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,13000,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,445500,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,15300,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,429600,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,19200,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,431800,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,18500,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,447700,,
